p_1
0.847,-0.776,-0.506,-0.786,-0.343,-0.76,-0.719,0.074,0.949,-0.788,0.391,0.926,-0.079,-0.983,0.525
0.046,0.285,0.649,-0.946,0.507,0.906,0.785,0.166,0.49,0.969,0.517,-0.417,0.862,-0.265,0.152
0.01,0.838,-0.049,-0.369,0.445,0.253,-0.491,0.462,-0.893,0.318,0.852,-0.609,0.444,-0.771,0.84
0.201,-0.974,-0.924,-0.41,-0.414,-0.312,0.329,0.405,0.316,-0.669,-0.694,0.656,0.936,0.911,0.783
-0.986,0.429,0.099,0.594,0.587,-0.729,-0.425,-0.44,0.806,0.182,-0.793,0.91,-0.345,-0.752,0.963
-0.278,-0.877,0.8,-0.271,-0.032,0.368,0.09,0.293,-0.022,0.333,0.005,-0.639,0.843,0.429,-0.45
0.716,0.965,-0.234,0.101,-0.191,-0.878,-0.232,0.964,0.425,0.809,0.057,-0.777,-0.904,-0.892,0.285
-0.612,-0.485,-0.698,-0.326,-0.97,-0.96,-0.19,-0.17,0.745,0.882,-0.827,0.433,0.179,0.481,0.811
0.062,0.049,0.322,0.976,-0.722,0.354,-0.997,0.4,0.763,0.127,0.45,-0.828,0.903,0.946,-0.994
0.154,0.835,0.638,-0.406,0.976,0.456,-0.223,-0.116,0.349,0.062,-0.126,-0.779,0.815,0.134,-0.332
-0.089,-0.071,0.737,-0.037,0.192,-0.177,-0.066,-0.508,0.95,-0.964,0.199,0.426,-0.714,-0.647,0.382
0.645,-0.312,-0.158,0.983,0.699,-0.094,0.199,0.692,0.451,0.017,-0.107,-0.652,0.777,-0.377,-0.415
-0.416,-0.818,-0.283,-0.988,-0.839,0.193,0.866,0.994,0.695,-0.323,0.924,-0.485,-0.067,-0.247,-0.721
-0.159,-0.594,-0.075,-0.561,0.781,0.845,0.612,-0.55,-0.449,0.63,0.724,0.433,-0.35,-0.115,-0.672
-0.417,-0.19,0.328,-0.867,0.533,-0.53,0.084,0.706,0.297,-0.587,-0.636,0.087,-0.542,0.522,0.172
p_2
-0.347,-0.999,0.916,-0.228,-0.746,0.447,-0.462,-0.647,0.332,-0.108,-0.903,-0.2,-0.081,0.567,-0.631
-0.592,0.102,-0.997,0.919,0.457,0.482,-0.32,-0.528,0.12,-0.394,0.987,-0.988,-0.242,-0.994,-0.993
-0.665,-0.832,0.939,0.742,0.117,0.613,-0.477,0.797,0.317,-0.981,-0.501,0.977,0.718,0.338,-0.379
0.867,-0.859,0.668,0.715,-0.782,0.233,-0.106,0.174,0.302,-0.923,-0.568,-0.787,0.688,0.624,0.548
0.574,-0.472,-0.444,0.08,-0.218,-0.368,0.868,0.842,-0.297,0.144,-0.724,-0.316,-0.398,0.455,0.685
0.203,0.844,0.719,0.453,0.321,0.083,-0.167,0.53,-0.235,-0.002,0.165,0.279,0.472,0.63,0.519
-0.776,-0.106,0.655,-0.082,-0.529,-0.099,0.921,-0.107,-0.576,0.773,0.543,-0.521,0.18,-0.501,-0.862
-0.979,-0.746,-0.591,0.061,-0.081,0.195,0.916,-0.598,-0.539,-0.719,-0.266,0.283,-0.272,0.272,0.442
0.872,0.89,-0.404,-0.713,-0.041,0.336,0.809,0.313,0.905,0.561,0.144,-0.356,0.317,0.519,0.427
-0.427,0.004,0.186,-0.857,-0.28,-0.975,0.47,-0.206,0.861,-0.688,0.719,0.513,0.594,0.751,0.914
0.498,-0.649,0.48,0.724,0.199,0.281,0.066,-0.316,0.428,0.959,-0.823,-0.952,0.657,0.495,0.114
-0.327,0.645,0.656,-0.932,0.854,0.961,-0.131,0.212,0.109,0.693,-0.225,-0.931,-0.211,-0.652,0.374
-0.034,-0.539,0.724,-0.346,-0.711,0.148,0.162,-0.44,-0.484,0.593,-0.393,0.028,0.175,0.443,0.175
-0.43,0.801,-0.877,-0.112,0.242,-0.495,-0.03,0.875,-0.145,-0.347,-0.899,0.052,0.469,-0.378,0.639
-0.197,-0.071,-0.288,-0.092,0.075,0.605,0.051,-0.495,-0.126,0.079,0.243,-0.096,0.844,-0.117,0.023
p_3
0.11,-0.238,0.82,-0.246,0.129,-0.057,-0.574,-0.883,0.767,-0.613,0.029,0.305,-0.499,-0.813,0.408
-0.07,-0.83,-0.149,-0.662,0.651,-0.057,0.185,0.196,0.883,0.288,-0.178,-0.952,-0.363,0.185,0.243
0.115,-0.971,0.635,-0.943,-0.983,0.746,-0.363,-0.614,-0.185,0.008,-0.748,0.67,0.057,0.64,0.712
0.77,0.496,0.917,-0.809,-0.535,0.983,-0.957,0.767,0.638,-0.918,-0.754,-0.408,0.304,0.066,-0.095
0.953,0.724,-0.213,-0.178,0.14,-0.573,-0.207,-0.362,0.576,0.603,0.879,0.866,-0.503,-0.194,0.473
