p_1
-0.905,0.99,0.089,0.151,-0.233,0.451,0.186,-0.919,0.966,-0.584,0.186,-0.292,0.023,-0.525,-0.187
-0.047,0.04,0.59,-0.242,-0.717,-0.805,0.073,0.109,0.435,-0.875,-0.339,-0.071,0.314,0.919,-0.973
-0.842,0.392,-0.502,0.042,-0.563,0.62,0.208,0.174,-0.491,0.969,-0.181,0.417,0.428,-0.342,-0.834
-0.013,-0.793,0.464,-0.561,-0.293,0.214,-0.952,-0.905,-0.633,-0.063,-0.048,0.436,0.88,0.142,0.76
0.057,-0.549,0.888,-0.411,0.112,-0.759,-0.963,-0.707,-0.047,-0.089,-0.161,-0.445,-0.47,-0.592,0.675
-0.024,0.854,0.893,-0.687,0.914,-0.563,0.366,0.848,0.392,0.829,-0.568,-0.93,0.206,0.359,-0.132
0.93,-0.428,-0.981,0.659,-0.477,-0.213,-0.206,-0.351,-0.997,-0.153,0.743,0.886,0.352,-0.351,0.653
-0.326,-0.739,-0.883,0.561,0.829,-0.668,-0.194,0.413,0.549,0.817,-0.135,0.363,-0.898,-0.837,0.743
-0.078,-0.661,-0.361,-0.586,0.582,-0.747,0.635,0.135,0.318,0.894,-0.871,-0.634,-0.067,0.743,0.748
-0.29,0.22,-0.937,0.778,-0.153,-0.972,-0.325,-0.311,0.443,-0.962,-0.891,0.765,-0.304,-0.86,-0.448
-0.51,0.459,-0.939,0.373,-0.868,-0.229,-0.534,0.627,0.798,0.879,-0.483,0.448,0.059,-0.374,0.706
0.798,0.132,-0.884,-0.042,-0.647,0.277,-0.992,0.957,0.255,0.117,0.016,0.7,-0.157,0.742,0.405
-0.558,-0.951,0.6,-0.083,0.091,-0.815,0.241,-0.759,0.138,0.554,-0.033,0.639,0.672,-0.07,-0.055
0.104,-0.094,0.443,0.337,-0.42,0.808,-0.043,0.487,-0.08,0.831,0.814,-0.829,0.227,0.122,0.201
-0.488,0.758,-0.335,0.822,-0.38,-0.468,0.218,0.106,0.904,-0.908,-0.989,-0.903,0.027,-0.259,-0.506
p_2
-0.836,0.835,-0.291,-0.278,-0.275,-0.542,-0.86,0.025,-0.409,0.1,0.483,0.72,-0.248,-0.916,0.698
0.258,0.617,-0.078,-0.757,-0.319,-0.526,-0.074,-0.091,0.421,-0.783,0.188,-0.875,-0.323,0.178,-0.064
0.382,0.919,0.371,0.82,-0.446,0.098,-0.794,-0.266,-0.182,-0.013,-0.874,0.056,-0.591,0.079,0.568
-0.219,0.925,0.046,-0.77,-0.278,0.644,0.088,-0.705,0.311,-0.02,0.461,-0.729,0.831,0.031,0.303
-0.211,-0.972,0.767,-0.854,0.438,-0.395,0.666,-0.487,0.293,-0.528,0.784,-0.678,0.301,-0.879,-0.909
0.809,0.087,0.008,-0.179,0.704,-0.545,-0.673,0.926,-0.978,-0.799,0.967,0.632,-0.31,0.998,-0.35
0.916,0.727,-0.391,-0.274,0.018,0.251,-0.667,-0.735,-0.091,0.035,-0.035,0.73,0.39,-0.34,0.075
-0.148,-0.037,0.655,-0.515,0.54,0.027,0.381,-0.603,-0.9,0.766,0.077,-0.848,0.447,0.995,0.328
0.208,0.508,0.813,0.004,-0.674,0.577,0.778,-0.094,0.11,-0.854,-0.189,-0.235,-0.753,-0.061,-0.808
-0.539,0.616,-0.889,0.639,0.031,0.022,-0.507,0.587,0.876,0.29,0.092,0.622,-0.957,-0.655,0.911
-0.681,0.471,0.376,0.166,0.956,0.541,0.08,-0.562,-0.605,0.71,-0.325,-0.356,-0.911,-0.249,-0.564
0.776,0.473,-0.071,-0.301,-0.251,0.618,0.89,-0.18,0.257,-0.843,-0.901,-0.719,-0.827,-0.876,0.703
0.672,-0.1,0.384,0.044,-0.561,-0.673,0.163,0.082,-0.692,0.013,-0.685,0.229,-0.902,-0.229,0.797
0.044,-0.464,-0.929,-0.296,-0.631,0.398,0.025,-0.041,-0.126,-0.956,0.491,-0.508,0.271,-0.177,-0.629
0.227,0.713,0.746,0.693,-0.544,0.154,0.41,-0.167,0.753,0.313,-0.291,-0.501,-0.506,-0.708,0.413
p_3
0.302,-0.204,-0.982,0.964,0.72,0.386,-0.542,0.306,-0.181,0.679,-0.463,-0.989,0.567,0.296,-0.806
-0.506,0.338,0.9,-0.542,-0.913,-0.403,0.749,-0.368,0.541,0.475,0.582,0.52,-0.862,-0.772,0.138
0.688,-0.911,0.892,-0.055,0.456,-0.243,0.499,-0.955,-0.025,-0.252,-0.076,0.593,-0.399,-0.137,0.238
-0.035,0.026,0.804,-0.602,0.645,-0.872,0.131,-0.255,0.828,0.281,0.489,-0.314,0.297,-0.014,0.211
-0.017,0.564,0.6,-0.075,-0.053,0.898,0.03,0.054,0.541,0.451,0.768,0.169,0.469,0.664,-0.94
-0.986,0.574,0.552,0.885,0.305,-0.442,-0.32,0.544,-0.108,0.998,-0.191,-0.974,-0.051,-0.701,-0.434
0.893,0.056,-0.881,0.119,-0.243,-0.387,-0.465,-0.029,-0.827,-0.933,-0.895,0.959,-0.497,-0.486,0.237
0.457,-0.494,0.006,0.185,0.217,0.66,0.276,0.472,0.464,0.25,0.482,-0.519,-0.149,0.65,-0.468
0.125,0.612,-0.76,0.947,-0.622,-0.377,0.608,0.345,-0.185,0.022,-0.018,-0.14,0.096,-0.294,0.213
-0.131,0.562,0.824,-0.59,0.024,-0.35,-0.159,0.451,-0.182,0.285,0.454,0.456,0.798,0.596,-0.603
-0.456,-0.236,0.035,-0.601,-0.186,-0.67,-0.169,0.056,-0.133,0.663,0.474,0.489,-0.394,-0.769,0.305
-0.516,0.369,0.575,-0.358,0.332,0.326,-0.086,0.454,-0.704,-0.626,-0.873,0.192,0.414,0.443,-0.069
-0.232,-0.544,0.106,-0.685,0.056,-0.46,-0.278,-0.993,0.652,0.396,0.569,0.798,-0.867,0.315,-0.04
0.831,0.047,0.711,0.608,0.032,0.753,-0.467,-0.428,0.323,0.592,-0.009,0.973,0.62,0.877,-0.189
-0.591,0.984,0.201,-0.13,-0.838,0.11,0.627,-0.416,0.099,-0.498,0.231,0.459,0.54,0.692,-0.745
p_4
-0.52,-0.644,0.878,0.172,-0.131,0.973,-0.32,-0.188,0.422,-0.984,0.065,0.977,-0.63,-0.797,-0.987
-0.991,0.668,-0.421,0.987,-0.309,-0.503,-0.44,0.912,-0.427,-0.413,-0.773,-0.477,0.99,-0.705,0.967
0.087,-0.789,-0.573,0.558,0.726,0.44,0.962,-0.95,0.885,0.375,-0.669,0.547,0.266,0.077,0.273
0.306,0.605,0.809,0.294,0.295,-0.821,-0.687,0.442,0.973,-0.016,-0.749,0.329,0.32,0.322,-0.821
-0.915,0.465,-0.098,-0.443,-0.179,0.057,-0.172,0.982,0.94,-0.472,-0.256,0.739,0.652,-0.033,-0.574
0.62,0.066,0.574,0.669,-0.296,-0.552,0.16,0.641,0.398,0.333,0.306,-0.781,0.63,0.183,0.912
-0.34,-0.528,-0.279,-0.485,-0.094,-0.254,-0.241,0.275,0.54,0.389,-0.918,-0.348,-0.615,-0.981,-0.421
-0.609,-0.105,0.17,0.12,0.081,-0.566,-0.774,-0.023,0.927,-0.184,0.114,-0.079,-0.121,-0.427,-0.846
0.764,0.444,-0.577,-0.259,-0.229,0.801,-0.852,0.378,0.605,-0.499,0.9,-0.241,-0.311,-0.046,0.8
0.206,-0.261,-0.707,0.422,-0.754,-0.183,-0.505,0.625,0.746,0.012,0.583,-0.325,0.784,0.891,0.468
0.502,-0.28,-0.613,0.613,0.834,0.316,-0.281,0.315,0.154,-0.49,-0.118,-0.332,0.568,-0.251,0.026
0.463,-0.996,-0.336,-0.99,0.42,-0.142,0.329,0.853,0.133,-0.062,-0.567,0.936,-0.105,-0.766,-0.979
-0.431,0.249,-0.995,0.177,-0.266,-0.091,0.596,-0.384,-0.038,0.535,-0.954,-0.14,0.804,-0.047,0.43
0.608,-0.581,0.972,-0.002,0.96,-0.435,0.841,-0.011,0.584,-0.908,-0.179,-0.744,-0.001,0.32,0.232
-0.87,-0.362,-0.884,-0.416,-0.981,-0.193,-0.626,0.386,-0.024,-0.053,0.333,-0.106,-0.007,-0.363,-0.655
p_5
-0.056,0.49,-0.677,-0.365,0.245,-0.557,0.441,0.337,-0.256,-0.605,-0.095,-0.107,0.115,0.311,0.452
-0.757,0.968,-0.197,-0.776,-0.852,0.985,0.875,0.322,0.576,0.325,-0.412,-0.637,0.449,0.181,-0.619
-0.404,-0.369,-0.433,0.695,0.065,-0.23,0.968,-0.676,0.013,0.442,-0.135,-0.565,0.783,0.511,-0.899
0.672,0.09,0.34,-0.39,0.12,0.563,-0.993,-0.494,0.098,0.057,0.513,-0.655,0.774,0.045,0.607
0.039,-0.619,-0.955,-0.661,-0.179,-0.961,0.443,0.628,-0.885,-0.85,-0.394,0.436,0.76,-0.386,-0.29
0.128,0.281,-0.105,0.178,-0.176,-0.955,0.474,0.163,-0.041,-0.24,0.155,0.118,0.683,0.818,-0.065
0.511,0.401,0.182,0.06,-0.162,-0.622,0.02,0.917,0.506,0.864,0.84,-0.552,0.827,0.397,-0.919
0.422,-0.969,-0.746,-0.692,0.889,-0.676,-0.169,0.047,0.933,0.679,0.709,0.155,0.995,0.201,0.383
0.947,0.978,0.141,0.705,-0.171,-0.182,0.069,-0.038,-0.03,-0.387,-0.384,0.491,-0.833,0.222,-0.006
-0.437,0.473,-0.866,-0.122,-0.781,0.827,-0.296,-0.95,0.0,0.059,0.673,0.811,-0.675,-0.134,-0.888
0.859,-0.522,-0.683,0.772,-0.818,-0.49,-0.535,-0.727,0.38,0.111,-0.354,0.313,-0.12,0.362,-0.241
0.141,0.296,-0.029,-0.481,0.926,-0.228,-0.341,0.459,-0.384,0.576,0.084,0.925,-0.957,-0.648,0.737
0.662,-0.659,-0.183,0.369,0.381,0.663,0.246,-0.506,-0.285,0.418,-0.292,0.906,-0.601,-0.715,0.984
0.698,0.259,0.497,-0.913,0.626,-0.898,0.716,0.724,0.05,0.202,0.938,0.506,0.328,0.167,-0.133
0.88,-0.98,0.164,-0.658,-0.073,0.526,0.317,0.961,0.904,0.364,-0.921,-0.819,0.479,-0.222,-0.475
p_6
0.21,-0.375,-0.482,-0.733,-0.571,-0.975,-0.226,0.704,-0.177,0.356,-0.5,0.127,-0.523,0.957,-0.396
0.472,-0.022,-0.441,-0.487,0.644,-0.692,0.96,-0.8,-0.088,-0.065,-0.457,0.357,0.4,0.352,-0.266
-0.426,-0.918,-0.975,-0.794,-0.752,0.817,0.096,-0.746,-0.783,0.488,-0.189,0.674,0.114,-0.988,0.777
0.074,0.871,0.483,-0.187,-0.432,-0.399,0.275,0.598,0.145,0.802,-0.984,0.35,0.534,0.765,0.65
0.415,0.252,0.805,0.459,0.685,0.291,0.963,0.23,-0.089,-0.606,0.968,-0.803,0.523,0.34,0.01
-0.51,0.031,-0.647,0.532,0.516,-0.496,0.36,-0.711,0.686,-0.014,0.929,-0.183,-0.662,-0.089,-0.817
