p_1
0.445,-0.732,-0.2,-0.565,-0.234,-0.865,-0.297,0.255,-0.278,0.315
0.862,0.238,-0.193,-0.943,0.546,-0.405,-0.162,-0.685,0.626,0.292
0.979,-0.312,0.201,0.143,0.656,0.468,-0.607,-0.066,0.245,-0.888
-0.002,-0.195,0.229,0.253,0.162,-0.734,0.373,-0.747,-0.088,-0.502
0.408,0.525,-0.701,-0.349,0.454,-0.062,-0.036,0.825,-0.305,-0.156
-0.005,0.112,0.83,-0.855,0.631,-0.243,0.798,-0.424,0.507,-0.719
0.596,0.6,-0.958,0.024,0.358,-0.612,0.651,-0.498,-0.371,0.422
0.564,-0.667,-0.952,-0.238,0.422,0.012,-0.769,-0.12,0.364,-0.7
0.335,-0.458,0.457,0.345,0.213,-0.544,-0.086,0.58,0.556,-0.306
0.71,-0.642,0.765,0.748,0.397,-0.706,-0.896,-0.694,0.937,0.313
p_2
-0.202,0.879,-0.884,-0.953,-0.407,0.997,0.988,-0.97,0.96,-0.879
-0.231,0.33,0.183,0.803,0.105,-0.181,-0.614,0.213,-0.724,0.362
0.561,0.152,-0.027,0.608,-0.031,0.012,-0.234,-0.432,-0.091,-0.876
0.606,-0.952,-0.032,-0.467,-0.212,-0.688,-0.485,-0.279,-0.271,0.861
-0.628,0.447,-0.119,-0.565,-0.993,0.262,-0.329,0.322,0.736,-0.314
-0.363,0.312,0.223,0.328,-0.783,-0.618,-0.411,0.517,-0.581,0.422
0.286,0.365,-0.447,0.924,-0.237,0.066,-0.971,-0.167,-0.24,0.29
0.374,0.518,-0.607,-0.838,-0.736,0.057,-0.997,-0.389,0.905,-0.105
-0.902,-0.56,0.616,0.098,0.15,-0.121,-0.76,0.841,0.387,-0.979
-0.377,-0.247,-0.961,-0.914,0.62,-0.906,-0.59,-0.334,0.207,0.384
p_3
0.436,-0.069,0.592,0.328,-0.104,-0.397,-0.669,0.259,0.747,0.76
-0.748,-0.82,-0.93,-0.781,0.208,-0.812,-0.425,0.521,0.155,-0.294
0.614,-0.835,0.113,-0.537,-0.327,-0.76,-0.172,-0.976,-0.621,0.025
-0.438,-0.491,0.368,-0.632,-0.24,0.5,0.931,-0.708,0.575,0.996
-0.614,0.38,0.49,0.506,-0.367,0.635,0.323,-0.528,-0.987,-0.144
0.52,-0.081,0.63,-0.233,-0.267,-0.692,0.527,-0.3,0.818,0.116
0.054,-0.998,0.866,-0.688,0.81,0.13,-0.762,-0.609,-0.986,0.061
-0.791,-0.284,0.717,-0.445,-0.623,0.625,-0.004,0.631,-0.743,-0.003
-0.265,-0.006,-0.93,-0.154,0.72,0.222,0.144,-0.688,0.818,-0.125
-0.111,-0.696,-0.784,0.214,-0.856,-0.549,-0.338,0.077,0.498,-0.752
p_4
-0.176,-0.879,-0.506,0.174,0.153,0.416,0.277,-0.034,-0.316,-0.573
-0.409,-0.685,0.785,-0.976,-0.399,0.837,-0.504,0.634,0.873,-0.955
0.503,0.616,0.799,0.629,-0.909,-0.618,-0.707,-0.944,0.344,0.938
-0.974,0.96,0.918,-0.794,-0.034,0.096,-0.673,0.49,-0.625,0.667
0.979,-0.252,0.763,0.726,0.953,-0.146,0.221,-0.31,0.257,-0.202
0.443,0.89,0.114,0.699,-0.166,-0.864,0.607,-0.401,0.668,0.255
-0.296,0.353,-0.792,-0.576,-0.709,0.681,0.97,0.603,-0.804,-0.218
0.318,0.12,0.42,0.401,-0.964,0.496,-0.743,0.034,0.596,0.977
-0.345,0.678,-0.614,0.213,-0.71,0.527,-0.257,-0.917,0.526,-0.095
0.635,-0.916,-0.361,-0.468,-0.069,0.303,0.193,-0.112,-0.285,-0.866
p_5
-0.84,-0.097,-0.318,-0.003,0.021,-0.158,0.817,0.259,-0.574,0.465
0.65,0.202,0.457,-0.882,0.43,0.769,-0.491,0.351,0.348,0.401
-0.476,-0.956,0.027,-0.158,0.488,-0.863,0.041,0.352,0.073,-0.377
-0.666,0.056,-0.377,-0.671,0.324,0.509,0.739,0.335,-0.782,-0.36
0.375,-0.573,0.698,-0.502,-0.648,0.02,0.924,-0.943,-0.567,-0.087
0.83,0.493,0.944,-0.758,0.897,0.592,0.802,0.02,0.778,-0.239
-0.505,-0.533,0.425,-0.442,-0.65,-0.548,0.647,0.635,-0.5,-0.871
0.996,0.372,-0.231,-0.295,0.393,-0.317,0.503,-0.404,-0.444,-0.024
0.767,-0.337,0.065,0.235,-0.092,-0.855,0.213,-0.948,-0.068,0.395
-0.188,0.813,-0.378,0.95,-0.493,0.359,-0.228,-0.955,-0.493,-0.898
p_6
0.168,-0.277,0.476,0.39,0.547,-0.62,0.18,-0.871,0.967,-0.946
-0.94,-0.995,0.161,0.942,-0.419,0.633,-0.449,-0.613,0.073,-0.046
0.52,0.88,-0.347,-0.755,-0.93,0.181,0.448,0.829,0.345,0.795
0.32,-0.418,0.999,-0.945,0.31,0.845,0.542,0.748,-0.601,-0.663
0.431,0.731,0.689,0.781,0.01,0.651,0.438,0.18,0.733,0.632
