p_1
0.364,0.033,0.379,-0.403,0.228,-0.527,0.08,0.976,0.944,-0.625
0.495,-0.129,0.236,-0.573,-0.37,0.982,0.982,0.37,-0.117,0.826
0.024,-0.762,-0.69,0.059,0.485,0.234,0.555,0.689,-0.392,-0.491
0.15,-0.718,-0.272,0.994,-0.983,0.968,0.932,-0.88,-0.857,0.655
-0.42,-0.306,0.277,-0.271,0.002,-0.639,-0.887,-0.479,-0.489,0.955
-0.581,-0.065,0.784,0.482,0.901,-0.289,0.417,-0.184,-0.554,0.077
-0.732,0.996,0.409,-0.624,0.032,0.952,0.579,0.266,-0.82,0.678
0.85,0.498,-0.155,-0.608,-0.497,0.051,-0.84,-0.304,-0.829,-0.221
-0.801,-0.835,-0.852,0.774,0.057,0.862,-0.974,-0.089,-0.378,-0.509
-0.04,-0.123,-0.56,-0.66,-0.415,0.341,-0.34,0.569,0.511,-0.482
p_2
-0.936,-0.252,-0.313,-0.791,-0.073,-0.703,0.352,0.619,0.898,-0.445
0.596,-0.784,0.228,-0.919,-0.708,0.725,0.178,0.214,0.425,0.218
-0.351,-0.148,-0.54,-0.196,0.087,-0.442,0.325,0.031,-0.565,-0.186
0.753,-0.49,0.563,-0.667,-0.077,0.21,-0.788,-0.734,-0.11,-0.286
0.925,-0.91,0.725,0.34,-0.002,-0.483,-0.691,-0.186,0.43,0.331
-0.471,0.682,0.387,-0.745,-0.753,-0.044,-0.477,-0.669,0.908,-0.498
-0.489,-0.063,-0.826,-0.702,-0.301,-0.536,0.735,0.596,0.045,-0.35
-0.043,-0.694,0.046,-0.863,-0.211,-0.316,-0.803,-0.186,-0.21,-0.307
0.64,0.293,-0.325,-0.954,0.727,0.824,0.267,0.077,0.645,0.202
0.084,0.052,0.148,-0.567,-0.797,0.634,0.112,-0.589,-0.236,-0.878
p_3
0.338,0.615,0.393,-0.672,0.986,0.743,0.979,-0.436,0.012,-0.667
0.053,0.025,-0.732,-0.064,0.064,-0.34,0.222,0.152,-0.393,-0.651
-0.62,0.098,0.262,0.162,-0.701,-0.625,0.817,0.119,-0.65,0.85
0.456,0.345,-0.913,0.168,-0.49,0.991,-0.588,0.615,0.107,0.857
0.506,0.305,0.821,-0.22,0.289,-0.754,0.452,-0.32,0.978,0.818
-0.698,-0.816,-0.409,0.24,0.533,0.817,0.434,-0.811,-0.836,0.312
0.561,0.053,-0.537,0.708,0.409,-0.498,-0.66,-0.746,0.168,-0.372
-0.558,0.926,-0.39,-0.384,-0.643,-0.756,0.492,-0.593,0.664,-0.108
0.119,0.903,-0.754,0.069,0.388,0.814,0.167,-0.2,0.916,0.415
-0.068,-0.705,0.918,0.116,-0.066,-0.252,-0.138,0.232,-0.351,0.192
p_4
0.128,0.667,0.097,0.302,0.132,0.737,-0.382,0.108,-0.836,-0.074
-0.402,0.464,0.794,-0.457,-0.048,-0.027,0.358,-0.481,-0.194,-0.831
-0.266,0.051,0.574,-0.157,0.575,-0.203,0.935,-0.555,0.116,0.2
0.425,0.039,0.521,-0.511,-0.214,-0.937,0.159,-0.269,0.288,0.889
-0.015,-0.227,-0.572,-0.386,0.942,0.301,-0.819,-0.558,-0.787,-0.846
-0.336,-0.833,-0.805,-0.564,0.042,0.209,-0.735,-0.609,0.272,0.117
-0.073,-0.631,-0.648,0.25,-0.253,-0.28,0.419,-0.57,0.471,0.811
-0.465,-0.957,0.11,0.933,-0.849,0.044,0.686,-0.381,0.948,-0.919
0.734,-0.524,-0.33,-0.372,-0.784,-0.85,0.074,0.473,0.923,0.45
-0.287,0.686,-0.309,0.512,0.096,-0.224,-0.825,0.844,0.799,0.571
p_5
-0.081,-0.493,0.34,0.233,0.795,-0.756,-0.597,0.693,0.811,-0.882
0.065,0.326,-0.89,-0.847,-0.898,0.372,0.664,-0.441,-0.758,-0.086
0.482,0.831,-0.459,0.458,-0.292,0.35,-0.635,0.166,-0.814,0.055
-0.239,0.105,-0.28,0.067,-0.231,-0.054,0.157,0.383,0.399,0.69
0.142,0.218,-0.274,-0.244,0.09,0.68,-0.832,-0.726,0.439,-0.491
0.013,0.138,-0.218,0.976,0.713,0.925,0.921,-0.362,0.759,0.495
0.369,0.128,0.915,-0.891,-0.358,0.277,-0.168,-0.402,-0.627,0.638
0.045,0.447,-0.613,-0.06,0.473,-0.042,0.054,0.369,0.988,0.441
0.504,0.494,0.862,0.47,0.896,0.918,0.431,0.49,-0.574,-0.252
-0.13,-0.063,-0.347,-0.078,-0.214,-0.307,0.905,0.738,0.341,0.065
p_6
-0.773,-0.582,-0.978,-0.879,-0.527,0.664,-0.487,0.251,0.782,0.872
-0.619,0.109,-0.004,-0.671,-0.417,-0.627,0.183,0.448,-0.592,0.401
-0.009,0.181,-0.257,-0.007,0.706,0.99,-0.991,0.618,-0.093,-0.607
-0.049,-0.01,-0.998,0.323,-0.822,0.453,-0.774,-0.162,0.274,-0.399
-0.934,0.018,-0.595,0.797,-0.872,0.742,-0.109,0.456,-0.125,-0.086
-0.925,0.261,0.149,-0.637,-0.3,-0.38,-0.866,0.477,-0.692,0.096
0.946,0.422,0.346,0.715,-0.249,0.293,0.112,0.713,-0.042,0.384
0.301,0.674,0.946,0.394,0.845,-0.829,0.619,-0.507,0.921,-0.33
0.761,-0.774,-0.224,-0.059,0.992,0.083,-0.091,-0.403,0.104,0.436
-0.547,-0.031,0.628,-0.748,0.464,0.11,0.998,0.696,0.716,0.646
p_7
-0.371,-0.489,0.652,-0.126,-0.207,-0.287,0.337,0.454,-0.528,-0.247
-0.994,-0.373,-0.852,0.793,-0.85,-0.248,-0.466,0.109,-0.422,-0.735
-0.918,0.722,-0.616,0.189,-0.134,0.186,-0.311,-0.789,0.893,-0.074
0.68,0.38,0.947,0.642,0.143,0.505,-0.997,-0.265,-0.687,0.955
0.878,0.02,-0.685,0.727,-0.07,-0.468,0.921,0.382,-0.14,0.608
0.568,0.307,-0.416,-0.561,-0.384,0.517,-0.69,0.89,-0.632,0.285
0.146,0.13,0.315,-0.276,0.77,0.779,-0.74,0.193,0.586,0.707
0.692,-0.884,0.088,-0.3,0.799,0.817,-0.583,0.045,-0.475,-0.218
0.939,-0.389,-0.068,0.11,0.76,-0.512,-0.86,0.735,0.243,-0.562
-0.433,0.69,-0.39,-0.037,-0.4,-0.209,0.558,0.356,0.885,-0.239
p_8
-0.383,-0.561,-0.422,0.554,0.525,-0.952,0.664,0.069,-0.257,-0.58
