p_1
-0.729,0.588,-0.089,-0.794,-0.21,-0.136,-0.921,-0.808,0.193,0.298
-0.102,-0.166,-0.466,-0.175,0.441,0.92,0.779,-0.495,-0.808,0.038
-0.605,0.68,0.127,0.808,-0.184,0.717,-0.036,-0.926,0.64,-0.23
-0.871,-0.544,-0.486,-0.719,-0.449,0.666,-0.376,0.902,0.216,0.43
-0.986,-0.02,-0.916,-0.381,0.197,0.554,0.296,-0.742,-0.621,-0.931
-0.581,0.865,-0.952,0.389,0.497,-0.701,-0.995,0.602,-0.803,0.577
-0.228,-0.823,-0.416,-0.655,0.719,0.261,-0.843,-0.687,0.742,0.479
-0.259,-0.776,-0.511,-0.93,0.728,0.187,-0.959,-0.082,-0.313,-0.076
0.46,-0.342,-0.346,0.794,0.169,-0.121,-0.558,0.065,0.313,0.377
0.928,0.89,0.482,-0.33,0.585,0.555,-0.783,-0.555,0.185,0.395
p_2
-0.136,-0.154,0.423,0.398,0.616,0.637,-0.187,0.225,0.6,-0.448
0.069,-0.341,0.101,0.41,-0.824,-0.527,0.748,0.726,-0.831,-0.73
-0.664,-0.875,0.2,0.177,-0.994,-0.405,-0.019,0.825,0.052,-0.263
-0.049,-0.254,0.095,-0.91,-0.928,0.718,0.169,-0.457,0.862,0.32
-0.931,-0.607,-0.3,0.018,0.026,0.537,-0.624,-0.137,-0.588,-0.738
0.282,0.955,0.035,-0.682,0.768,-0.485,0.593,-0.267,-0.112,0.921
-0.087,-0.176,-0.475,0.84,-0.339,0.653,0.299,0.83,-0.248,-0.832
0.621,-0.747,-0.195,0.054,0.375,-0.611,0.014,-0.478,0.752,-0.232
-0.025,0.186,0.492,0.127,-0.928,0.074,-0.949,0.346,0.027,-0.77
0.234,-0.037,0.986,-0.428,0.322,-0.591,0.394,0.251,0.39,0.657
p_3
-0.413,-0.502,-0.527,0.113,-0.647,0.656,0.174,0.299,0.12,0.532
0.903,-0.382,-0.871,-0.793,-0.732,-0.632,-0.081,-0.994,-0.268,0.205
0.233,0.681,0.132,0.047,-0.497,0.316,-0.99,0.302,-0.225,0.28
-0.454,0.28,0.201,0.107,-0.14,0.833,-0.505,-0.815,-0.199,-0.447
0.086,0.747,-0.9,-0.314,-0.959,0.136,0.35,-0.181,0.387,0.466
0.898,0.627,0.144,-0.173,-0.33,0.278,0.074,-0.796,-0.144,-0.82
0.892,0.255,-0.169,-0.949,0.669,-0.347,-0.827,0.506,-0.53,0.621
0.546,-0.72,-0.484,-0.017,-0.371,-0.922,0.566,0.75,-0.537,0.832
0.26,0.163,0.552,0.993,-0.337,0.927,0.416,-0.069,0.243,0.978
0.984,-0.204,-0.324,0.985,0.478,0.507,-0.136,0.223,-0.895,0.128
p_4
-0.546,0.141,-0.923,-0.988,-0.045,0.055,0.586,0.456,0.117,0.558
0.898,-0.592,0.115,-0.272,0.337,-0.965,-0.199,0.729,-0.077,-0.317
0.967,0.888,-0.89,-0.037,0.311,0.11,-0.592,0.791,0.523,0.542
-0.569,-0.595,0.867,-0.105,0.058,0.011,-0.501,0.201,-0.332,-0.855
-0.444,-0.476,0.528,0.442,0.398,-0.24,-0.895,0.858,0.089,0.771
0.626,0.687,-0.62,-0.004,0.587,0.141,-0.173,-0.108,-0.856,0.012
-0.112,0.524,0.361,-0.353,-0.891,-0.819,0.607,0.798,0.779,-0.665
0.924,0.875,0.825,0.113,-0.641,0.056,0.663,0.892,0.22,0.096
-0.293,0.756,0.391,0.092,-0.318,-0.359,-0.508,-0.132,0.779,-0.635
0.802,0.481,0.476,0.213,-0.941,0.726,0.127,0.303,0.309,-0.949
p_5
-0.413,0.128,-0.092,0.171,-0.683,0.042,-0.075,0.616,0.303,-0.572
0.421,-0.954,0.686,0.229,0.892,0.954,-0.343,-0.925,0.354,0.008
0.59,0.914,-0.259,-0.297,-0.162,0.636,-0.194,0.178,0.263,0.178
-0.174,0.86,-0.993,-0.811,-0.613,-0.087,0.353,-0.834,-0.226,0.427
0.378,-0.467,0.847,0.179,0.905,-0.524,0.103,0.61,0.7,-0.131
-0.849,-0.826,-0.368,0.172,-0.61,-0.803,-0.073,0.429,-0.546,-0.912
0.383,-0.723,0.714,0.712,-0.963,0.59,0.759,-0.024,-0.156,0.429
-0.969,0.64,0.967,-0.451,-0.417,-0.859,0.932,0.223,-0.247,-0.337
0.103,-0.309,-0.007,0.447,0.479,-0.058,-0.036,-0.632,-0.345,-0.679
-0.662,0.353,-0.279,0.292,0.902,-0.413,0.439,0.478,-0.124,0.841
p_6
-0.258,0.183,0.638,0.592,-0.64,0.313,-0.606,-0.321,-0.351,0.182
0.902,0.509,0.264,-0.732,0.925,-0.496,-0.494,0.499,0.697,0.893
-0.49,-0.008,-0.513,0.335,-0.343,0.421,-0.135,-0.355,0.955,-0.741
-0.891,-0.411,-0.594,0.707,0.675,0.551,-0.872,-0.314,0.192,-0.157
-0.691,0.448,-0.206,-0.028,0.58,-0.981,0.019,0.618,0.55,-0.315
0.823,0.565,-0.483,0.376,-0.736,-0.279,0.891,-0.975,0.223,0.878
-0.441,-0.765,-0.307,0.905,-0.342,-0.972,-0.521,0.681,-0.467,0.371
0.065,-0.14,0.273,-0.312,0.91,-0.587,0.021,0.313,-0.24,-0.439
-0.981,0.828,-0.54,0.538,0.19,0.06,-0.437,0.097,0.85,0.905
-0.487,-0.484,-0.146,0.367,0.943,-0.096,0.047,-0.316,0.451,0.848
p_7
-0.367,-0.738,-0.073,-0.959,-0.111,0.79,0.495,-0.645,0.185,-0.735
-0.239,-0.629,0.647,0.891,0.804,0.014,0.79,0.855,0.335,-0.138
0.664,0.803,0.971,0.546,0.476,-0.683,0.373,0.207,0.062,-0.194
0.45,-0.656,0.104,-0.425,0.078,-0.067,0.204,-0.976,0.385,-0.474
-0.33,-0.218,-0.804,-0.138,0.417,-0.783,0.327,-0.397,0.892,0.715
-0.489,0.039,-0.15,-0.093,-0.01,0.137,0.681,0.47,0.65,0.455
-0.676,-0.886,0.189,0.498,0.194,0.55,-0.383,-0.331,0.901,0.157
-0.493,-0.314,0.204,-0.052,0.207,-0.178,-0.333,0.921,0.823,-0.053
0.753,-0.134,0.948,0.13,-0.855,-0.167,-0.279,-0.834,0.313,-0.101
0.885,0.209,-0.304,-0.666,-0.044,0.545,0.778,0.319,0.196,-0.276
p_8
0.318,-0.207,0.415,0.94,-0.382,0.706,0.257,-0.693,-0.121,-0.936
0.251,0.652,-0.811,-0.176,-0.002,0.299,-0.575,0.154,-0.689,0.615
0.32,0.392,-0.982,0.219,0.794,0.868,0.875,0.477,-0.291,-0.719
0.329,0.036,0.019,-0.771,-0.475,0.615,0.497,0.711,0.642,0.027
-0.953,0.46,0.878,0.277,-0.099,-0.391,0.908,-0.353,-0.374,-0.379
-0.248,0.062,-0.992,0.669,0.335,0.582,-0.977,0.963,0.243,-0.596
-0.18,0.764,0.335,0.428,-0.325,0.295,0.311,0.59,0.268,0.746
-0.864,0.3,-0.541,0.977,0.1,0.735,0.642,0.874,0.693,-0.066
0.913,-0.947,-0.55,0.375,0.689,-0.515,-0.605,0.314,-0.88,-0.54
0.367,-0.888,-0.388,-0.25,0.177,0.951,-0.647,-0.883,-0.804,0.829
p_9
0.759,-0.262,-0.121,0.084,-0.936,-0.228,0.116,-0.629,-0.873,0.756
0.605,-0.194,0.58,0.937,-0.048,-0.795,0.646,0.298,0.579,0.525
-0.252,0.629,0.983,0.945,0.764,-0.238,0.584,-0.749,-0.084,0.153
0.022,-0.294,0.046,0.435,0.138,-0.406,-0.876,-0.962,-0.972,0.644
0.73,0.907,0.436,-0.16,0.401,0.446,-0.387,-0.017,0.331,0.253
-0.741,0.564,0.711,-0.284,-0.233,-0.562,-0.019,-0.348,-0.779,-0.024
-0.856,0.813,-0.812,0.911,0.965,0.425,-0.34,0.468,0.52,-0.662
-0.196,-0.595,0.657,0.19,0.544,0.946,-0.019,0.139,-0.761,-0.243
0.25,-0.073,-0.735,0.652,0.44,-0.469,-0.858,-0.814,-0.615,-0.512
0.636,-0.74,0.402,-0.748,0.927,0.918,-0.568,0.285,-0.996,0.994
p_10
-0.625,0.32,0.293,0.068,-0.075,0.064,0.105,-0.653,-0.797,-0.538
0.729,-0.884,-0.566,-0.8,0.041,-0.257,-0.777,0.378,-0.583,-0.245
-0.314,0.502,0.988,0.297,-0.051,-0.555,-0.392,0.313,0.479,-0.422
0.794,0.312,0.64,-0.066,0.208,0.674,0.749,0.76,0.7,0.23
-0.806,0.63,-0.427,0.239,-0.977,-0.27,0.922,-0.545,-0.584,0.47
-0.178,0.172,-0.436,-0.455,0.08,0.98,-0.19,0.845,0.862,-0.025
-0.184,0.427,-0.072,-0.107,-0.455,-0.613,0.767,0.379,0.851,-0.218
-0.998,-0.953,0.656,0.543,-0.154,0.524,0.336,0.931,-0.422,0.575
-0.679,-0.79,0.732,-0.61,-0.811,-0.381,0.579,0.437,-0.045,-0.963
0.633,-0.15,-0.69,0.87,0.695,0.594,0.052,-0.225,-0.014,0.214
