p_1
0.676,-0.476,-0.315,0.762,0.011,-0.705,0.17,0.409,-0.766,0.078,-0.146,-0.666,0.82,-0.21,-0.627
-0.124,0.643,0.449,-0.323,-0.211,0.672,-0.433,0.376,-0.868,-0.463,-0.316,-0.618,0.682,-0.579,0.308
-0.0,-0.552,-0.628,-0.534,0.678,-0.118,-0.556,-0.441,0.53,0.316,-0.095,0.837,0.216,-0.423,0.994
0.041,0.99,-0.239,0.609,-0.622,-0.535,0.316,-0.317,-0.675,0.303,-0.624,0.676,-0.007,-0.298,0.469
-0.923,0.511,-0.026,0.305,-0.206,-0.253,0.71,-0.409,-0.513,-0.016,-0.071,-0.241,0.859,0.353,0.307
0.087,-0.622,-0.633,-0.112,0.453,0.422,0.384,0.686,-0.303,0.158,0.912,-0.378,-0.108,-0.393,-0.65
-0.179,0.345,-0.746,0.909,-0.327,-0.73,0.706,0.864,-0.875,-0.529,-0.991,-0.196,-0.486,0.142,-0.857
-0.553,-0.868,-0.642,0.215,0.126,0.279,0.841,-0.452,-0.288,0.188,-0.277,-0.645,-0.315,-0.017,-0.98
-0.034,0.366,-0.739,-0.751,-0.16,0.971,-0.301,0.473,-0.54,0.96,-0.986,-0.792,-0.876,-0.272,0.08
0.705,0.145,0.682,0.721,0.141,-0.335,-0.926,0.919,-0.558,-0.776,-0.405,-0.919,-0.585,0.226,-0.601
0.65,-0.526,0.949,-0.82,-0.163,0.783,-0.222,0.047,0.786,-0.066,0.457,0.964,-0.945,-0.965,0.214
0.885,-0.46,-0.647,-0.201,-0.251,0.581,-0.768,0.832,0.342,-0.146,-0.487,-0.622,0.726,0.087,-0.425
0.706,-0.261,-0.393,0.281,-0.113,0.572,-0.702,0.925,0.794,-0.648,0.368,0.883,-0.495,-0.333,-0.025
0.99,0.268,0.67,-0.748,0.264,0.691,-0.438,-0.932,-0.276,-0.228,-0.44,-0.877,-0.471,-0.139,0.484
-0.208,-0.257,-0.561,-0.655,-0.871,-0.397,0.676,0.982,-0.92,-0.024,-0.497,-0.992,0.425,0.822,-0.678
p_2
0.832,0.179,-0.949,0.93,-0.211,0.486,0.075,-0.624,0.098,0.318,0.513,0.894,0.745,-0.951,0.349
-0.521,-0.916,0.248,-0.366,0.449,0.601,-0.451,0.361,0.616,0.529,-0.498,-0.265,0.379,0.082,-0.139
0.689,-0.74,-0.251,0.599,0.439,0.016,0.733,0.184,0.198,-0.416,0.94,0.012,-0.651,-0.296,0.929
0.163,0.771,-0.123,-0.105,-0.951,0.664,-0.177,-0.337,-0.786,0.575,0.393,-0.775,0.959,-0.954,0.881
-0.64,-0.285,-0.025,-0.102,-0.784,0.229,-0.596,0.052,-0.08,0.756,0.845,0.294,-0.197,0.399,-0.853
-0.051,-0.854,-0.994,-0.411,-0.733,-0.031,0.934,-0.721,-0.705,-0.155,-0.649,-0.742,0.298,-0.604,-0.807
0.981,-0.563,0.409,0.472,-0.6,0.277,-0.619,0.553,0.523,0.273,0.399,0.229,-0.395,0.591,-0.642
0.129,-0.419,0.655,0.984,0.304,-0.238,0.017,-0.546,-0.92,-0.29,-0.624,-0.481,0.285,0.705,-0.329
-0.845,-0.75,-0.52,0.494,-0.635,0.094,0.688,0.535,0.013,-0.541,0.195,0.982,-0.819,0.441,-0.846
-0.722,-0.673,-0.648,-0.998,0.894,0.725,0.475,-0.024,-0.714,0.864,0.25,0.112,-0.082,0.021,-0.3
-0.999,0.009,0.666,-0.586,0.678,0.924,-0.408,-0.896,-0.488,-0.312,0.239,-0.806,0.173,0.422,-0.372
-0.65,-0.675,-0.033,-0.671,-0.103,0.768,0.295,-0.068,0.529,-0.582,0.434,0.088,-0.58,0.722,-0.141
-0.845,-0.701,-0.063,-0.14,0.235,-0.43,-0.805,0.602,0.035,0.079,-0.401,-0.056,-0.884,-0.843,-0.04
-0.409,0.787,-0.992,0.705,0.458,0.783,-0.203,0.414,-0.336,0.414,-0.536,0.199,-0.997,-0.513,0.264
0.518,0.252,0.159,0.333,0.837,-0.434,0.594,-0.446,0.366,-0.629,-0.973,0.037,0.213,-0.563,-0.5
p_3
0.037,-0.673,0.048,0.076,0.849,0.097,-0.815,0.228,-0.153,-0.668,0.399,0.848,-0.224,0.148,-0.952
-0.407,-0.745,-0.422,-0.142,0.104,-0.692,-0.585,-0.438,0.554,-0.513,-0.813,0.424,0.581,0.005,-0.249
-0.525,0.217,-0.599,-0.619,-0.889,0.304,0.539,0.263,0.928,0.44,0.475,-0.848,-0.671,0.33,0.989
0.403,-0.123,-0.854,0.33,-0.9,0.791,0.911,-0.179,0.616,0.991,-0.409,-0.333,-0.041,-0.609,0.438
-0.992,0.45,-0.166,-0.644,-0.725,-0.735,-0.99,0.112,0.235,0.142,-0.278,0.224,-0.402,0.945,0.603
0.473,-0.596,0.723,0.564,0.423,-0.945,-0.863,-0.38,0.42,0.736,-0.851,0.176,-0.101,-0.641,0.816
-0.979,0.393,-0.816,0.217,-0.037,0.52,-0.74,-0.829,0.926,0.705,0.376,-0.975,0.05,0.978,0.624
0.445,-0.315,-0.791,-0.633,0.177,-0.355,-0.696,0.645,-0.057,-0.871,0.325,-0.337,0.288,-0.953,-0.52
0.045,0.26,-0.586,0.903,-0.534,0.921,-0.133,-0.028,0.403,0.309,-0.986,-0.556,0.407,0.104,-0.751
